impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K18-108318,A557935,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Nick,Cat,13 WEEKS,Neutered Male,Domestic Shorthair,Black,05/11/2018 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A557935,Image Copyright HLP Inc. 2018,"Received on: 2018-05-11<p></p> Description: Black Neutered Male Domestic Shorthair Cat<p></p> Age: 13 WEEKS<p></p> Current Location: In RASKC Foster Home <p></p>Nick , A 557935 , a Black Domestic short hair. Nick is a lap kitten. If you are going to watch a movie or read a book Nick would like to enhance your experience by sitting on you or by you. He does best with small amounts of wet food ( all stages ) three times a day and dry kitten food for in-between hunger. He is growing yet he is the smallest of the bunch.  I add a little 100% pumpkin to the wet food for his digestion. He can climb up your leg and get under foot if he thinks you have his food and always will come to you if you call him &quot;baby&quot; in a high squeaky voice.  He will make you feel like you are a part of his family because that's what he has done for me, I know you will love him.  <p></p>Please call Tracy his foster person at 206-242-7659 for a time to meet him.<p></p><p></p>Adoption Fee: An Adoption Fee has not been set. Please inquire with the shelter.<p></p>",GREEN
K18-108254,A167923,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Oliver,Cat,15 YEARS 6 MONTHS,Neutered Male,Domestic Shorthair,Orange / White,05/08/2018 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,FEDERAL WAY,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A167923,Image Copyright HLP Inc. 2018,"Received on: 2018-05-08<p></p> Description: Orange / White Neutered Male Domestic Shorthair Cat<p></p> Age: 15 YEARS 6 MONTHS<p></p> Current Location: In RASKC Foster Home <p></p>Hi! My name is Oliver and I am available for adoption.<p></p><p></p>I was brought in by my previous owner on May 8th, 2018 because I did not get along with the other very young and rowdy cats in the home. My previous owner would describe me and friendly, sweet and lover of pets. <p></p><p></p>I'm a sweet, older gentleman who just wants to take naps, receive pets, get delicious treats and live my best life! I love pets and snuggling up in bed with my people. My caretakers have noticed that I do get along with cats that are closer to my age or cats that are respectful to my calm nature. I'm beyond past my young, rowdy, kitten days! <p></p><p></p>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p></p><p></p>A veterinarian has diagnosed or tentatively diagnosed the above-described pet with the following condition(s):<p></p><p></p>1)   Renal disease.  This pet has been documented to have renal insufficiency characterized by increased renal values and the inability to concentrate urine.  This condition causes increase thirst and increased urine production.  Renal disease is generally progressive and must be managed to maintain a good quality of life.  Your veterinarian may recommend additional testing, medications, prescription diets, or supplemental care as needed.<p></p><p></p>2)   Grade 2-3/6 heart murmur-  A heart murmur was detected on physical examination.  This means there is an abnormal heart sound when we listen to the heart.  In some animals, this can indicate heart disease.  However, other animals can have heart murmurs and never show any symptoms of heart disease.  We recommend that you follow up with your regular veterinarian.  Please see the handout for more information about this condition.<p></p><p></p>3)   Moderate dental disease<p></p><p></p>As a result of these conditions, your pet may need specialized care consisting of any or all of the below.  Please note this is not intended to be an exhaustive list.<p></p><p></p>- Special diet or prescription foods<p></p>- Prescription or over-the-counter medicines<p></p>- Special skin care or shampoos<p></p>- Regular veterinarian visits, which may include blood tests or other monitoring<p></p>- Possible surgery or other procedures as determined by your veterinarian<p></p><p></p>Adoption Fee: $30.00<p></p>",BLUE
K18-110169,A562789,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A562789,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Anastasia,Cat,13 WEEKS,Female,Domestic Shorthair,Black / White,07/10/2018 12:00:00 AM,Received on,11300 5TH AVE SW,SEATTLE,WA,98146,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A562789,Image Copyright HLP Inc. 2018,"Received on: 2018-07-10<p></p> Found Near: 11300 5TH AVE SW, SEATTLE WA 98146<p></p> Description: Black / White Female Domestic Shorthair Cat<p></p> Age: 13 WEEKS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>",
K18-109930,A559697,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A559697,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Scarlet,Cat,4 YEARS 1 MONTH,Spayed Female,Domestic Shorthair,Tortie / White,07/02/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A559697,Image Copyright HLP Inc. 2018,"Received on: 2018-07-02<p></p> Description: Tortie / White<p></p>  Spayed Female Domestic Shorthair Cat<p></p> Age: 4 YEARS 1 MONTH<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>Hi! My name is Scarlet and I am available for adoption.<p></p><p></p>I was transferred from another agency on June 6, 2018.<p></p><p></p>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p></p><p></p>Because of my shy nature, I would do best in a calm, quiet home.<p></p><p></p>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p></p><p></p><p></p> Adoption Fee: $30.00<p></p>",BLUE
K18-110105,A562654,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A562654,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Marshmallow,Cat,13 WEEKS,Male,Domestic Shorthair,White / Black,07/09/2018 12:00:00 AM,Received on,15100 65TH AVE S,TUKWILA,WA,98188,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A562654,Image Copyright HLP Inc. 2018,"Received on: 2018-07-09<p></p> Found Near: 15100 65TH AVE S, TUKWILA WA 98188<p></p> Description: White / Black Male Domestic Shorthair Cat<p></p> Age: 13 WEEKS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>",GREEN
K18-110081,A562484,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,3 WEEKS,Female,Domestic Shorthair,Black / White,07/08/2018 12:00:00 AM,Received on,3700 S 150TH ST,TUKWILA,WA,98188,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A562484,Image Copyright HLP Inc. 2018,"Received on: 2018-07-08<p></p> Found Near: 3700 S 150TH ST, TUKWILA WA 98188<p></p> Description: Black / White Female Domestic Shorthair Cat<p></p> Age: 3 WEEKS<p></p> Current Location: In RASKC Foster Home <p></p>",
K18-110003,A562301,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A562301,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Milly,Cat,2 YEARS,Spayed Female,Domestic Shorthair,Gray,07/05/2018 12:00:00 AM,Received on,23800 PACIFIC HWY S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A562301,Image Copyright HLP Inc. 2018,"Received on: 2018-07-05<p></p> Found Near: 23800 PACIFIC HWY S, KENT WA 98032<p></p> Description: Gray Spayed Female Domestic Shorthair Cat<p></p> Age: 2 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>",
K18-110224,A559876,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A559876,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Georgie,Cat,10 WEEKS,Neutered Male,Domestic Shorthair,Gray / White,07/12/2018 12:00:00 AM,Received on,12040 NE 85TH ST,KIRKLAND,WA,98033,KIRKLAND,47.680519,-122.179195,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A559876,Image Copyright HLP Inc. 2018,"Received on: 2018-07-12<p></p> Description: Gray / White<p></p>  Neutered Male Domestic Shorthair Cat<p></p> Age: 10 WEEKS<p></p> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p></p>Hi! My name is Georgie and I am available for adoption.<p></p><p></p>I was brought in by a good samaritan on 6/9/18.  I've been in foster care waiting until I was big enough to be ready for adoption into my new home!<p></p><p></p>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p></p><p></p><p></p> Adoption Fee: $100.00<p></p>",
K18-109925,A562044,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A562044,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Mitzy,Cat,5 MONTHS,Spayed Female,Domestic Shorthair,Black / White,07/02/2018 12:00:00 AM,Received on,3200 S 204TH ST,SEATAC,WA,98198,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A562044,Image Copyright HLP Inc. 2018,"Received on: 2018-07-02<p></p> Found Near: 3200 S 204TH ST, SEATAC WA 98198<p></p> Description: Black / White Spayed Female Domestic Shorthair Cat<p></p> Age: 5 MONTHS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>",
K18-109859,A561873,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A561873,"Reber Ranch 28606 132ND AVE SE KENT, WA 98042",Victor,Cat,6 MONTHS,Neutered Male,Domestic Shorthair,Brn Tabby,06/30/2018 12:00:00 AM,Received on,28606 132ND AVE SE,KENT,WA,98042,KENT,47.344857,-122.164359,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A561873,Image Copyright HLP Inc. 2018,"Received on: 2018-06-30<p></p> Description: Brn Tabby<p></p>  Neutered Male Domestic Shorthair Cat<p></p> Age: 6 MONTHS<p></p> Current Location: Reber Ranch 28606 132ND AVE SE KENT, WA 98042<p></p>My name is Victor and I am available for adoption. I was brought in by my previous owner on June 30, 2018 because they had too many cats. I am a petite brown tabby boy.  As cute as a button! I have beautiful markings. I am litter box trained, neutered and healthy.<p></p><p></p>Although I am pretty quiet in the shelter environment, my personality will bloom in a home environment. So I would probably do best in a calm, quiet home. I love to play with feather string toys.  I love cat treats and being brushed. <p></p><p></p>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p></p> Adoption Fee: $30.00<p></p>",BLUE
K18-110268,A563155,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A563155,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,4 WEEKS,Male,Domestic Shorthair,Black / White,07/13/2018 12:00:00 AM,Received on,10400 MYERS WAY S,SEATTLE,WA,98168,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A563155,Image Copyright HLP Inc. 2018,"Received on: 2018-07-13<p></p> Found Near: 10400 MYERS WAY S, SEATTLE WA 98168<p></p> Description: Black / White Male Domestic Shorthair Cat<p></p> Age: 4 WEEKS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>",
K18-109533,A560948,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,NO AGE,Male,Domestic Shorthair,Brn Tabby,06/21/2018 12:00:00 AM,Received on,4500 S 182ND ST,SEATAC,WA,98188,SEATAC,,,,Image Copyright HLP Inc. 2018,"Received on: 2018-06-21<p></p> Found Near: 4500 S 182ND ST, SEATAC WA 98188<p></p> Description: Brn Tabby Male Domestic Shorthair Cat<p></p> Age: NO AGE<p></p>",
K18-110049,A562443,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Tuck,Cat,6 WEEKS,Male,Domestic Shorthair,Black / White,07/06/2018 12:00:00 AM,Received on,20100 14TH AVE S,SEATAC,WA,98198,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A562443,Image Copyright HLP Inc. 2018,"Received on: 2018-07-06<p></p> Found Near: 20100 14TH AVE S, SEATAC WA 98198<p></p> Description: Black / White Male Domestic Shorthair Cat<p></p> Age: 6 WEEKS<p></p> Current Location: In RASKC Foster Home <p></p>",BLUE
K18-108559,A558570,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A558570,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Roomba,Dog,1 YEAR 1 MONTH,Spayed Female,Pit Bull / Mix,Black,05/22/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A558570,Image Copyright HLP Inc. 2018,"Received on: 2018-05-22<p></p> Description: Black<p></p>  Spayed Female Pit Bull / Mix Dog<p></p> Age: 1 YEAR 1 MONTH<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>Hi! My name is Roomba and I am available for adoption.<p></p><p></p>I was brought in by a good samaritan on May 21, 2018.<p></p><p></p>My personality color is RED. I am a spirited dog with a fun-loving personality! I am still working on my manners, so I would do best with a family who is willing to work with me and help me become the best dog I can be! I really really like toys and like to run around like a wild child, but I do get a bit overstimulated. It would be best if I lived in a home that was adults so my lifestyle can maintain controlled. <p></p><p></p>I am a very smart dog! I have shown my caregivers that I already know how to &quot;sit&quot;,  &quot;come&quot;, &quot;down&quot; and &quot;shake&quot;.<p></p><p></p>I am full of energy and I love to play! I tend to calm down more when the people around me stay calm. I do best when I have lots of exercise and something to keep my mind busy. I am an independent dog who likes to do my own thing!<p></p><p></p>My caregivers have noticed that I seem to do well with other large dogs. When meeting dogs in a new home, I would do best with a slow introduction.<p></p><p></p> Adoption Fee: $100.00<p></p>",RED
K18-109387,A560494,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A560494,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Marla,Cat,9 YEARS,Spayed Female,Domestic Mediumhair,Tortie / Brn Tabby,06/16/2018 12:00:00 AM,Received on,3700 S 162ND ST,SEATAC,WA,98188,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A560494,Image Copyright HLP Inc. 2018,"Received on: 2018-06-16<p></p> Found Near: 3700 S 162ND ST, SEATAC WA 98188<p></p> Description: Tortie / Brn Tabby Spayed Female Domestic Mediumhair Cat<p></p> Age: 9 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>",
K18-109193,A560012,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A560012,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Armand,Cat,3 YEARS,Neutered Male,Bengal,Red / Black,06/11/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A560012,Image Copyright HLP Inc. 2018,"Received on: 2018-06-11<p></p> Description: Red / Black<p></p>  Neutered Male Bengal Cat<p></p> Age: 3 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>Hi! My name is Armand and I am available for adoption.<p></p><p></p>I was brought in by an Animal Control Officer on June 11, 2018.<p></p><p></p>I am an affectionate lovebug who would be thrilled to cuddle up with you at home! I am an independent kitty who likes to do my own thing!<p></p><p></p>My personality color is RED. I am a spirited cat with a fun-loving personality! I may be sensitive to handling, so I would do best in a home with a cat savvy family who knows when to give me some space.<p></p><p></p>A veterinarian has diagnosed or tentatively diagnosed the above-described pet with the following condition(s):<p></p><p></p>1)    Fractured pelvis.  Fracture involes the acetabulum (hip joint).  Surgical femoral head and neck osteotomy (FHO) was performed on 6/20/18.  Cat is recovering well and will continue to need limited controlled exercise for another 1-2 months.  <p></p><p></p>2)  This cat tested positive for Feline Immunodeficiency Virus (FIV).  FIV can cause immunosuppression and susceptibility to other diseases.  Symptoms are varied but may include fever, anorexia, weight loss, or stomatitis.  Not all infected cats will become ill, and those that do may be healthy for weeks to years before illness.  Cats infected with FIV will remain infected for life and can spread the virus to other cats, usually through bite wounds.  For this reason, FIV cats should be kept indoors only, and should only be housed with FIV positive cats or in situations where risk of transmission is unlikely.  Please consult with your regular veterinarian for additional information and a management plan for your new pet.<p></p><p></p>As a result of these conditions, your pet may need specialized care consisting of any or all of the below.  Please note this is not intended to be an exhaustive list.<p></p><p></p>- Special diet or prescription foods<p></p>- Prescription or over-the-counter medicines<p></p>- Special skin care or shampoos<p></p>- Regular veterinarian visits, which may include blood tests or other monitoring<p></p>- Possible surgery or other procedures as determined by your veterinarian<p></p><p></p> Adoption Fee: $30.00<p></p>",
K18-110113,A562662,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A562662,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Lu,Cat,3 YEARS,Neutered Male,Domestic Shorthair,Black,07/09/2018 12:00:00 AM,Received on,3400 108TH PL NE,BELLEVUE,WA,98004,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A562662,Image Copyright HLP Inc. 2018,"Received on: 2018-07-09<p></p> Found Near: 3400 108TH PL NE, BELLEVUE WA 98004<p></p> Description: Black Neutered Male Domestic Shorthair Cat<p></p> Age: 3 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>",
K18-109193,A560012,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A560012,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Armand,Cat,3 YEARS,Neutered Male,Bengal,Red / Black,06/11/2018 12:00:00 AM,Received on,18900 SE 44TH CT,ISSAQUAH,WA,98027,ISSAQUAH,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A560012,Image Copyright HLP Inc. 2018,"Received on: 2018-06-11<p></p> Found Near: 18900 SE 44TH CT, ISSAQUAH WA 98027<p></p> Description: Red / Black Neutered Male Bengal Cat<p></p> Age: 3 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>",
K18-109967,A562172,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A562172,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Apple,Cat,8 WEEKS,Female,Domestic Shorthair,Black,07/03/2018 12:00:00 AM,Received on,300 CENTRAL AVE S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A562172,Image Copyright HLP Inc. 2018,"Received on: 2018-07-03<p></p> Found Near: 300 CENTRAL AVE S, KENT WA 98032<p></p> Description: Black Female Domestic Shorthair Cat<p></p> Age: 8 WEEKS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>",BLUE
K17-101305,A525186,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A525186,Cat & Kaboodle,Loki,Cat,13 YEARS 2 MONTHS,Neutered Male,Domestic Shorthair,Brn Tabby / White,07/30/2017 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A525186,Image Copyright HLP Inc. 2018,"Received on: 2017-07-30<p></p> Description: Brn Tabby / White<p></p>  Neutered Male Domestic Shorthair Cat<p></p> Age: 13 YEARS 2 MONTHS<p></p> Current Location: Cat &amp; Kaboodle<p></p>Hi! My name is Loki and I am available for adoption.<p></p><p></p>I was brought in by my previous owner on April 30, 2017 because they were moving. I lived in a home with a family that had kids but due to my history of using my mouth when I am uncomfortable, my caregivers are recommending that I go to an adult only home.<p></p><p></p>I prefer the &quot;hands-off&quot; approach, meaning that I will jump on your lap and interact, but it's all on my terms. I tend to get feisty if I get too much attention....typical catitude! I am very food motivated and love snacks and toys.  If you want a cool cat, come adopt me!<p></p><p></p>My personality color is RED. I am a spirited cat with a fun-loving personality! I may be sensitive to handling, so I would do best in a home with a cat savvy family who knows when to give me some space.<p></p><p></p>A veterinarian has diagnosed or tentatively diagnosed the above-described pet with the following condition(s):<p></p><p></p>1)     This cat has a history of inflammatory bowel disease (IBD).  He is currently being treated with oral steroids.  This condition will require long term management, which could include medications and prescription diets.  We recommend you follow up with your regular veterinarian for the best treatment plan.  An information handout is also provided.<p></p><p></p>2)   This cat has a history of struvite crystals in the urine and urinary tract infections.  He is currently being managed with a prescription diet (Hill's C/D).  This condition will most likely need longterm manament and treatment.<p></p><p></p>As a result of these conditions, your pet may need specialized care consisting of any or all of the below.  Please note this is not intended to be an exhaustive list.<p></p><p></p>- Special diet or prescription foods<p></p>- Prescription or over-the-counter medicines<p></p>- Special skin care or shampoos<p></p>- Regular veterinarian visits, which may include blood tests or other monitoring<p></p>- Possible surgery or other procedures as determined by your veterinarian<p></p><p></p> Adoption Fee: $30.00<p></p>",RED
K18-110187,A562889,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A562889,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,4 MONTHS,Male,Domestic Shorthair,Brn Tabby,07/11/2018 12:00:00 AM,Received on,12400 SE 259TH ST,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A562889,Image Copyright HLP Inc. 2018,"Received on: 2018-07-11<p></p> Found Near: 12400 SE 259TH ST, KENT WA 98030<p></p> Description: Brn Tabby Male Domestic Shorthair Cat<p></p> Age: 4 MONTHS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>",
K18-109050,A559753,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A559753,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Marcus,Cat,7 YEARS 1 MONTH,Neutered Male,Domestic Shorthair,Brn Tabby / White,06/07/2018 12:00:00 AM,Received on,24400 94TH AVE S,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A559753,Image Copyright HLP Inc. 2018,"Received on: 2018-06-07<p></p> Found Near: 24400 94TH AVE S, KENT WA 98030<p></p> Description: Brn Tabby / White Neutered Male Domestic Shorthair Cat<p></p> Age: 7 YEARS 1 MONTH<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>",BLUE
K18-110189,A562892,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A562892,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,4 MONTHS,Male,Domestic Shorthair,Black,07/11/2018 12:00:00 AM,Received on,12400 SE 259TH ST,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A562892,Image Copyright HLP Inc. 2018,"Received on: 2018-07-11<p></p> Found Near: 12400 SE 259TH ST, KENT WA 98030<p></p> Description: Black Male Domestic Shorthair Cat<p></p> Age: 4 MONTHS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>",
K18-110193,A562955,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A562955,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Rabbit Sh,NO AGE,Unaltered,Rabbit Sh,White / Gray,07/11/2018 12:00:00 AM,Received on,8400 S 112TH ST,SEATTLE,WA,98178,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A562955,Image Copyright HLP Inc. 2018,"Received on: 2018-07-11<p></p> Found Near: 8400 S 112TH ST, SEATTLE WA 98178<p></p> Description: White / Gray Unaltered Rabbit Sh Rabbit Sh<p></p> Age: NO AGE<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>",
K18-109152,A559881,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1873472,In Public Home,,Dog,,Female,German Shepherd,Black,06/08/2018 12:00:00 AM,Date Found,SE KENT KANGLEY AND KANASKET KANGLEY SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1873472,Image Copyright HLP Inc. 2018,,
K18-110146,A562726,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A562726,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Maisie,Cat,NO AGE,Female,Siamese / Mix,Cream / Tan,07/10/2018 12:00:00 AM,Received on,500 WASHINGTON AVE S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A562726,Image Copyright HLP Inc. 2018,"Received on: 2018-07-10<p></p> Found Near: 500 WASHINGTON AVE S, KENT WA 98032<p></p> Description: Cream / Tan Female Siamese / Mix Cat<p></p> Age: NO AGE<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>",RED
K18-108722,A557517,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A557517,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Sebastian,Cat,3 YEARS 2 MONTHS,Neutered Male,Domestic Shorthair,Brn Tabby / White,05/27/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A557517,Image Copyright HLP Inc. 2018,"Received on: 2018-05-27<p></p> Description: Brn Tabby / White<p></p>  Neutered Male Domestic Shorthair Cat<p></p> Age: 3 YEARS 2 MONTHS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>Hello, My name is Sebastian and I am available for adoption!<p></p><p></p>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p></p><p></p>I like getting attention on my own terms. I can get overstimulated with petting, so please move carefully with me and keep an eye out for signs that I might need a break.<p></p><p></p>I love being pet on my head but I would rather not have my tail touched!<p></p><p></p>My personality color is RED. I am a spirited cat with a fun-loving personality! I may be sensitive to handling, so I would do best in a home with a cat savvy family who knows when to give me some space.<p></p><p></p>This cat has tested positive for Feline Immunodeficiency Virus (FIV). Cats with FIV can still live fulfilling lives, but extra care may be required. This cat should live indoors only.<p></p> <p></p>Please visit this page for more information: http://www.vet.cornell.edu/fhc/Health_Information/brochure_fiv.cfm<p></p><p></p>A veterinarian has diagnosed or tentatively diagnosed the above-described pet with the following condition(s):<p></p><p></p>1)     Feline Immunodeficiency Virus Infection (FIV)- FIV is a viral infection that is transmitted between cats usually through fighting.  This is a lifelong infection with no cure.  FIV cats can have shorter lifespans, however many of them can live many years in good health with proper management and care.  Please refer to the information handout provided.<p></p><p></p>As a result of these conditions, your pet may need specialized care consisting of any or all of the below.  Please note this is not intended to be an exhaustive list.<p></p><p></p><p></p><p></p> Adoption Fee: $30.00<p></p>",RED
